record_id,case_id,legacy_case_id,incident_cluster_id,title,field,field_label,applicability,v2_state,v3_primary_state,v3_boundary_inclusive_state,new_state,primary_supported_components,boundary_inclusive_supported_components,boundary_components,primary_component_count,boundary_inclusive_component_count,source_url,source_locator,source_snapshot,source_hash,url_status,source_relationship,source_provenance_status,v3_analysis_note,v4_primary_state,v4_boundary_state,v4_minimal_core_state,v4_state_rule,v4_analysis_note,legacy_v4_primary_state,legacy_v4_boundary_state,v5_primary_state,v5_boundary_state,v5_primary_state_label,v5_boundary_state_label,v5_state_definition,v5_review_method,inherited_incident_cluster_id,canonical_cluster_id,v6_primary_state,v6_boundary_state,v6_state_definition,non_recovery_cause_status
V25R082,OECD02,OECD02,CL073,AI-Generated Deepfake Video Targets Italian Political Leaders - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-1d36,CL073,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R082,OECD02,OECD02,CL073,AI-Generated Deepfake Video Targets Italian Political Leaders - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-1d36,CL073,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R083,OECD03,OECD03,CL074,Anthropic Raises AI Misalignment and Cybersecurity Risk in Latest Model Report - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-45a1,CL074,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R083,OECD03,OECD03,CL074,Anthropic Raises AI Misalignment and Cybersecurity Risk in Latest Model Report - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-45a1,CL074,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R083,OECD03,OECD03,CL074,Anthropic Raises AI Misalignment and Cybersecurity Risk in Latest Model Report - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-45a1,CL074,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R084,OECD04,OECD04,CL075,ChatGPT Alerts Authorities to Suspected Child Harm Plot in Brazil - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-f29a,CL075,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R084,OECD04,OECD04,CL075,ChatGPT Alerts Authorities to Suspected Child Harm Plot in Brazil - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-f29a,CL075,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R084,OECD04,OECD04,CL075,ChatGPT Alerts Authorities to Suspected Child Harm Plot in Brazil - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-f29a,CL075,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R085,OECD05,OECD05,CL076,Facial Recognition at Madison Square Garden Sparks Privacy Backlash and Legislative Action - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-196f,CL076,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R085,OECD05,OECD05,CL076,Facial Recognition at Madison Square Garden Sparks Privacy Backlash and Legislative Action - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-196f,CL076,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R085,OECD05,OECD05,CL076,Facial Recognition at Madison Square Garden Sparks Privacy Backlash and Legislative Action - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-14-196f,CL076,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R086,OECD06,OECD06,CL077,US AI Models Exhibit Censorship and Bias on Authoritarian Topics - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-49e4,CL077,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R086,OECD06,OECD06,CL077,US AI Models Exhibit Censorship and Bias on Authoritarian Topics - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-49e4,CL077,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R086,OECD06,OECD06,CL077,US AI Models Exhibit Censorship and Bias on Authoritarian Topics - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-49e4,CL077,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R087,OECD07,OECD07,CL078,Indian Teen Uses AI-Generated Images to Fake Kidnapping for Ransom - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-3c91,CL078,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R087,OECD07,OECD07,CL078,Indian Teen Uses AI-Generated Images to Fake Kidnapping for Ransom - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-3c91,CL078,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R087,OECD07,OECD07,CL078,Indian Teen Uses AI-Generated Images to Fake Kidnapping for Ransom - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-3c91,CL078,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R088,OECD08,OECD08,CL079,North Korean IT Workers Use AI for Fraudulent Remote Employment in US and UK - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-a7c3,CL079,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R088,OECD08,OECD08,CL079,North Korean IT Workers Use AI for Fraudulent Remote Employment in US and UK - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-a7c3,CL079,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R088,OECD08,OECD08,CL079,North Korean IT Workers Use AI for Fraudulent Remote Employment in US and UK - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-a7c3,CL079,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R089,OECD09,OECD09,CL080,Plaintiff Sanctioned for Attempted AI Prompt Injection in Connecticut Court - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-e481,CL080,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R089,OECD09,OECD09,CL080,Plaintiff Sanctioned for Attempted AI Prompt Injection in Connecticut Court - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-e481,CL080,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R089,OECD09,OECD09,CL080,Plaintiff Sanctioned for Attempted AI Prompt Injection in Connecticut Court - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-e481,CL080,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R090,OECD10,OECD10,CL081,Uber and Hinomaru Kotsu Partner for Tokyo Robotaxi Pilot Using AI Technology - OECD.AI,exposure,Exposure opportunity framework,unclear,unclear,unclear,unclear,unclear,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,unclear,unclear,unclear,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,unclear,unclear,unclear,unclear,Unclear,Unclear,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-9fdb,CL081,unclear,unclear,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R090,OECD10,OECD10,CL081,Uber and Hinomaru Kotsu Partner for Tokyo Robotaxi Pilot Using AI Technology - OECD.AI,follow_up,Follow-up window,unclear,unclear,unclear,unclear,unclear,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,unclear,unclear,unclear,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,unclear,unclear,unclear,unclear,Unclear,Unclear,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-9fdb,CL081,unclear,unclear,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R090,OECD10,OECD10,CL081,Uber and Hinomaru Kotsu Partner for Tokyo Robotaxi Pilot Using AI Technology - OECD.AI,closure,Closure basis,unclear,unclear,unclear,unclear,unclear,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,unclear,unclear,unclear,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,unclear,unclear,unclear,unclear,Unclear,Unclear,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,2026-08-13-9fdb,CL081,unclear,unclear,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R091,DIR01,DIR01,CL082,"Collision Between Vehicle Controlled by Developmental Automated Driving System and Pedestrian Tempe, Arizona March 18, 2018 Accident Report NTSB/HAR-19/03 PB2019-101402 National Transportation Safety Board NTSB/HAR-19/03 PB2019-101402 Notation 59392 Adopted November 19, 2019 Highway Accident Report ",exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,"['unit', 'eligibility', 'time_origin']","['unit', 'eligibility', 'time_origin']",[],3,3,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,[URL-REMOVED],CL082,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R091,DIR01,DIR01,CL082,"Collision Between Vehicle Controlled by Developmental Automated Driving System and Pedestrian Tempe, Arizona March 18, 2018 Accident Report NTSB/HAR-19/03 PB2019-101402 National Transportation Safety Board NTSB/HAR-19/03 PB2019-101402 Notation 59392 Adopted November 19, 2019 Highway Accident Report ",follow_up,Follow-up window,applicable,partial,partial,partial,partial,"['exposure_qualified_observation', 'owner']","['calendar_interval', 'exposure_qualified_observation', 'owner']",['calendar_interval'],2,3,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,[URL-REMOVED],CL082,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R091,DIR01,DIR01,CL082,"Collision Between Vehicle Controlled by Developmental Automated Driving System and Pedestrian Tempe, Arizona March 18, 2018 Accident Report NTSB/HAR-19/03 PB2019-101402 National Transportation Safety Board NTSB/HAR-19/03 PB2019-101402 Notation 59392 Adopted November 19, 2019 Highway Accident Report ",closure,Closure basis,applicable,partial,partial,partial,partial,"['scope', 'date', 'owner']","['scope', 'date', 'owner']",[],3,3,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,[URL-REMOVED],CL082,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R092,DIR02,DIR02,CL083,"Collision Between a Sport Utility Vehicle Operating With Partial Driving Automation and a Crash Attenuator Mountain View, California March 23, 2018 Accident Report NTSB/HAR-20/01 PB2020-100112 National Transportation Safety Board NTSB/HAR-20/01 PB2020-100112 Notation 59775 Adopted February 25, 2020 ",exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,"['unit', 'eligibility']","['unit', 'eligibility']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,[URL-REMOVED],CL083,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R092,DIR02,DIR02,CL083,"Collision Between a Sport Utility Vehicle Operating With Partial Driving Automation and a Crash Attenuator Mountain View, California March 23, 2018 Accident Report NTSB/HAR-20/01 PB2020-100112 National Transportation Safety Board NTSB/HAR-20/01 PB2020-100112 Notation 59775 Adopted February 25, 2020 ",follow_up,Follow-up window,applicable,partial,partial,partial,partial,['owner'],"['calendar_interval', 'owner']",['calendar_interval'],1,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,[URL-REMOVED],CL083,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R092,DIR02,DIR02,CL083,"Collision Between a Sport Utility Vehicle Operating With Partial Driving Automation and a Crash Attenuator Mountain View, California March 23, 2018 Accident Report NTSB/HAR-20/01 PB2020-100112 National Transportation Safety Board NTSB/HAR-20/01 PB2020-100112 Notation 59775 Adopted February 25, 2020 ",closure,Closure basis,applicable,partial,partial,partial,partial,"['scope', 'date', 'owner']","['scope', 'date', 'owner']",[],3,3,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,[URL-REMOVED],CL083,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R093,DIR03,DIR03,CL084,ICO orders Serco Leisure to stop using facial recognition technology to monitor attendance of leisure centre employees | ICO,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,"['unit', 'eligibility', 'coverage']","['unit', 'eligibility', 'coverage']",[],3,3,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,[URL-REMOVED],CL084,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R093,DIR03,DIR03,CL084,ICO orders Serco Leisure to stop using facial recognition technology to monitor attendance of leisure centre employees | ICO,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,[URL-REMOVED],CL084,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
